"filename", "language", "UnityShader", "C#", "JSON", "Markdown", "comment", "blank", "total"
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\CameraController.cs", "C#", 0, 54, 0, 0, 7, 17, 78
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\CharacterControllerTest.cs", "C#", 0, 30, 0, 0, 4, 11, 45
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\Chunk.cs", "C#", 0, 272, 0, 0, 20, 58, 350
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\CliffDecorations.cs", "C#", 0, 44, 0, 0, 3, 11, 58
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\CollisionTest.cs", "C#", 0, 239, 0, 0, 7, 57, 303
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\Decorations.cs", "C#", 0, 114, 0, 0, 10, 32, 156
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\Dialogue.cs", "C#", 0, 187, 0, 0, 23, 38, 248
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\IHeightMap.cs", "C#", 0, 7, 0, 0, 0, 3, 10
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\IOnValidateListener.cs", "C#", 0, 7, 0, 0, 1, 2, 10
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\Map.cs", "C#", 0, 201, 0, 0, 26, 39, 266
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\MapGeneratorBase.cs", "C#", 0, 950, 0, 0, 103, 266, 1319
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\Node.cs", "C#", 0, 14, 0, 0, 0, 3, 17
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\NoiseSettings.cs", "C#", 0, 57, 0, 0, 0, 12, 69
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\PerlinNoise.cs", "C#", 0, 39, 0, 0, 0, 8, 47
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\Ramp.cs", "C#", 0, 56, 0, 0, 0, 10, 66
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\RandomTransform.cs", "C#", 0, 91, 0, 0, 1, 13, 105
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\ScriptElementPatterns.cs", "C#", 0, 69, 0, 0, 2, 14, 85
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\TerrainGenerationSettings.cs", "C#", 0, 32, 0, 0, 1, 8, 41
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\Waypoint.cs", "C#", 0, 37, 0, 0, 3, 9, 49
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Extensions\Editor\AddTriggersToStates.cs", "C#", 0, 31, 0, 0, 5, 4, 40
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Extensions\ScreenCast.cs", "C#", 0, 61, 0, 0, 0, 15, 76
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Extensions\SerializableDictionary.cs", "C#", 0, 50, 0, 0, 2, 10, 62
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Extensions\SerializableHashSet.cs", "C#", 0, 27, 0, 0, 2, 7, 36
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Extensions\VectorExtensions.cs", "C#", 0, 55, 0, 0, 7, 15, 77
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Navigation\IAgent.cs", "C#", 0, 10, 0, 0, 23, 6, 39
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Navigation\IGraph.cs", "C#", 0, 10, 0, 0, 0, 2, 12
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Navigation\IPath.cs", "C#", 0, 12, 0, 0, 0, 2, 14
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Navigation\Obstruction.cs", "C#", 0, 148, 0, 0, 23, 30, 201
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Navigation\ObstructionArray.cs", "C#", 0, 47, 0, 0, 0, 9, 56
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Navigation\ObstructionList.cs", "C#", 0, 20, 0, 0, 0, 4, 24
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Navigation\ObstructionRect.cs", "C#", 0, 30, 0, 0, 0, 9, 39
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Navigation\ObstructionSet.cs", "C#", 0, 24, 0, 0, 0, 5, 29
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Navigation\PriorityQueue.cs", "C#", 0, 60, 0, 0, 1, 11, 72
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Navigation\Search.cs", "C#", 0, 186, 0, 0, 1, 57, 244
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Navigation\VoxelTraversal.cs", "C#", 0, 190, 0, 0, 7, 46, 243
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Toon\Scripts\PostProcessingEffect.cs", "C#", 0, 21, 0, 0, 1, 6, 28
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Toon\Shaders\CustomTessellation.cginc", "UnityShader", 61, 0, 0, 0, 4, 12, 77
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Toon\Shaders\Grass.shader", "UnityShader", 226, 0, 0, 0, 32, 70, 328
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Toon\Shaders\Pixelated.shader", "UnityShader", 102, 0, 0, 0, 11, 26, 139
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Toon\Shaders\Solid.shader", "UnityShader", 62, 0, 0, 0, 0, 12, 74
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Toon\Shaders\Terrain.shader", "UnityShader", 67, 0, 0, 0, 0, 15, 82
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Toon\Shaders\Textured.shader", "UnityShader", 68, 0, 0, 0, 0, 10, 78
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Toon\Shaders\Water.shader", "UnityShader", 16, 0, 0, 0, 1, 4, 21
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\pxl-UI\Scripts\DialogueBox.cs", "C#", 0, 135, 0, 0, 54, 31, 220
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Packages\manifest.json", "JSON", 0, 0, 45, 0, 0, 1, 46
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Packages\packages-lock.json", "JSON", 0, 0, 430, 0, 0, 1, 431
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\README.md", "Markdown", 0, 0, 0, 1, 0, 2, 3
"Total", "-", 3538, 4824, 630, 1, 676, 2077, 11746
