"filename", "language", "UnityShader", "C#", "JSON", "Markdown", "comment", "blank", "total"
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\DEMO\Scripts\TerrainGenerationSettings.cs", "C#", 0, 6, 0, 0, 1, 3, 10
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Extensions\AddTriggersToStates.cs", "C#", 0, -32, 0, 0, -5, -4, -41
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Extensions\Editor\AddTriggersToStates.cs", "C#", 0, 31, 0, 0, 5, 4, 40
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Extensions\SerializableHashSet.cs", "C#", 0, -1, 0, 0, 0, 0, -1
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Navigation\ObstructionRect.cs", "C#", 0, 2, 0, 0, 0, 0, 2
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Toon\Scripts\PostProcessingEffect.cs", "C#", 0, 2, 0, 0, 1, 1, 4
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Toon\Shaders\Pixelated.shader", "UnityShader", 23, 0, 0, 0, 2, 6, 31
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Assets\danzabarr\Toon\Shaders\Water.shader", "UnityShader", 16, 0, 0, 0, 1, 4, 21
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Packages\manifest.json", "JSON", 0, 0, 45, 0, 0, 1, 46
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\Packages\packages-lock.json", "JSON", 0, 0, 430, 0, 0, 1, 431
"c:\Users\Dan\Dev\Unity Projects\MultiUnitPathfinding\README.md", "Markdown", 0, 0, 0, 1, 0, 2, 3
"Total", "-", 2975, 820, 630, 1, 116, 972, 5514
